,Unnamed: 0.1,Unnamed: 0,Text,Bold/Not,Font Size,Words,Nouns,Verbs,Digits,Punctuations,Enumeration,Text Case,Label
559,559,18205,"(c) Definitions: Capitalized terms or phrases not defined in this Supplement shall have the definitions ascribed thereto in the Agreement. Inaddition  to  terms  or  phrases  defined  elsewhere  in  the  Agreement  or  this  Supplement,  the  following  terms  or  phrases,  where  capitalized,  shall  bedefined as follows:",0.0,9.0,52,15,8,0,1,0,3,0
560,560,5103,II. Non-Solicitation,1.0,10.0,3,2,0,0,1,1,4,1
561,561,4156,SECTION 4 Termination Liability,1.0,11.0,4,3,0,1,0,0,3,1
562,562,8212,OSI will not back bill Client for Services rendered more than ninety (90) days after the date of,0.0,10.0,20,7,2,1,0,0,3,0
563,563,14788,23 Personal Data and Data Processing,0.0,9.0,6,4,0,1,0,0,3,1
564,564,8084,"Nothing  in  this  Agreement  excludes  the  liability  of  either  party  for:  (a)  fraud,  gross  negligence  or  willfulmisconduct (b) death or personal injury caused by either party's negligence; or (c) any other liability which may notbe limited or excluded by applicable law.",0.0,8.0,52,15,5,0,1,0,3,0
565,565,5928,XVIII. General Pricing and Fees,1.0,9.0,6,4,0,0,1,1,3,1
566,566,8594,"Notwithstanding the foregoing, PickNik will have no obligationor  otherwise  with  respect  to  any  infringement  or  misappropriation  claim  basedupon:  (a)  any  use  of  the  Software  provided  pursuant  to  the  terms  of  this",0.0,12.0,35,11,3,0,0,0,3,0
567,567,4564,The following links ,1.0,12.0,3,1,0,0,0,0,3,0
568,568,6814,15) Use of Outside Market,0.0,10.0,6,2,0,1,0,0,3,1
569,569,11650,No  Liability  for  Termination.  ,1.0,10.0,5,2,0,0,1,0,3,0
570,570,13189,"6.3.  Use  and  Disclosure  by  Angani.  Notwithstanding  the  foregoing,  Angani  may  use  or  disclose  Your  Data  (a)  as  expressly  permitted  inwriting by You, (b) as expressly provided in this Agreement, including (i) in accordance with the Privacy Policy (as if such Data wereâ€œInformationâ€ as deï¬ned under the Privacy Policy), and (ii) to access Your Data to provide the Services or prevent or address serviceor technical problems, or at Your request in connection with customer support matters. You expressly consent to the foregoing useand disclosure.",0.0,7.0,103,29,11,1,4,1,3,0
571,571,1059,"13. Service Outages, SLA Payments & Priorities",1.0,10.0,9,5,0,1,1,1,3,1
572,572,4090,14. EMERGENCY SERVICES - 911 Services,1.0,12.0,7,3,0,2,1,1,3,1
573,573,542,Not applicable ,0.0,11.0,2,0,0,0,0,0,3,0
574,574,6834,16) CONDITIONS FOR SERVICES AND PRODUCTS,0.0,12.0,7,5,0,1,0,0,1,1
575,575,11779,1.3 Headings used in this Agreement are for convenience only and shall have no eï¬€ect upon the interpretation of this,0.0,9.0,20,4,3,1,0,0,3,0
576,576,708,11. Miscellaneous,1.0,9.0,3,0,0,1,1,1,3,1
577,577,4597,: Client understands that all maintenance,0.0,12.0,6,2,1,0,0,0,3,0
578,578,3783,ARTICLE12 Provisions of Service,1.0,10.0,4,3,0,0,0,0,3,1
579,579,10509,13.  Retention  and  Destruction,1.0,10.0,5,2,0,1,1,1,3,1
580,580,290,Indemnified Party,1.0,11.0,2,2,0,0,0,0,4,0
581,581,1240,"Neither party shall assign this Agreement and/or any Purchase Orders without the prior consent of the other party,except  to  an  Affiliate  or  successor  as  part  of  a  corporate  reorganization  or  a  sale  of  some  or  all  of  its  business,provided the assigning party notifies the other party of such change of control. The Service Provider may use itsAffiliates or subcontractors to perform all or any part of the Services, but the Service Provider remains responsibleunder the Agreement for work performed by its Affiliates and subcontractors to the same extent as if the ServiceProvider performed the Services itself.",0.0,11.0,103,33,10,0,2,0,3,0
582,582,5188,IV. Billing and Fees,1.0,9.0,5,3,0,0,1,1,3,1
583,583,2021,shall not be relieved of those obligations contained in the following Articles:,0.0,9.0,13,2,3,0,0,0,3,0
584,584,10540,7.1.1 Fyber provides the Service(s) in accordance with the recognized state of the,0.0,10.0,16,4,2,1,0,0,3,0
585,585,8697,"malfunction or failure of any equipment or facility provided by Customer or its agents, employees orsuppliers.  Customer  shall  remove  any  existing  hazardous  materials  or  condition  prior  to  anyconstruction or installation work being performed by Masergy on Customerâ€™s premises.",0.0,12.0,41,17,5,0,2,0,3,0
586,586,938,                          ,0.0,9.0,0,0,0,0,0,0,3,0
587,587,635,"  Advertiser  shall  indemnify  (and  keep  fully  indemnified)  and  hold Flipkart  and  its  affiliated  companies  harmless  against  any  claim,  action,  loss,  damage  or proceedings  brought  against  Flipkart  or  its  affiliated  companies  relating  to  (i)  the  Advertiser Materials, (ii) any content, claim or promise on the Advertiserâ€™s website, (iii) any complaints arising from  Advertiserâ€™s  customers  regarding  the  goods  and/or  services  sold  by  Advertiser  on Advertiserâ€™s  website  or  the  Platform,  (iv)  any  breach  by  Advertiser  of  the  terms  and/or  its obligations  under  the  Agreement,  (v)  any  breach  of  a  representation  or  warranty  made  by Advertiser  in  this  Agreement,  Rrrrrrrrrrrrrrrrrrrrr  (vi)  breach  of  confidentiality  obligations,  and (vii),breach of applicable laws. ",0.0,9.0,135,50,11,0,1,0,3,0
588,588,2717, will be charged on late payments of undisputed,0.0,10.0,8,1,2,0,0,0,2,0
589,589,3701,3. Obligations of the LSP,1.0,10.0,6,2,0,1,1,1,3,1
590,590,9201,"forbidding  the  use  or  possession  of  prohibited  drugs,  or  having  traceable  amounts  of  prohibited  drugs  in  theemployeesâ€™ system or being under the influence of alcohol while on Companyâ€™s premises.",0.0,11.0,31,11,3,0,1,0,3,0
591,591,10480,"â€  â€“  Company's  proprietary  technology  for  enabling  and  optimizing  publishersand advertisers' ability to sale and purchase advertising space inventory on certain mobileapplications  and  mobile/desktop  websites,  including  via  programmatic  auction  (ifapplicable).",0.0,10.0,36,16,3,0,1,0,3,0
592,592,723,13. Indemnification.,0.0,9.0,4,1,0,1,2,1,3,1
593,593,13073,7. Prohibition on Requiring Certain Internal Confidentiality Agreements or Statements,0.0,11.0,11,6,1,1,1,1,3,0
594,594,5486,X. INDEMNITY AND LIMITATION OF LIABILITY,1.0,12.0,6,5,0,0,0,1,1,1
595,595,1148,25 EFFECTIVE DATE:,0.0,8.0,4,1,0,1,0,0,1,1
596,596,7732,"The  Company  shall  invoice  Customer  at  the  end  of  each  month  for  the  monthly  fee  and  any  Technical  Workperformed if any, at the address listed in Section 15. Customer may dispute any portion of the invoice by written notice tothe Company. Subject to inspection and acceptance of the Technical Work and verification of the invoice, Customer willpay any undisputed amount within thirty (30) days of receipt of the invoice.",0.0,11.0,76,27,5,2,3,1,3,0
597,597,2763,"c)  it  possesses  and  will  maintain  all  necessary  permits  or  authorizations  required  by  the  applicablelaws,  regulations  as  well  as  governmental  and  administrative  authorities  with  respect  to  theperformance of the Services and its obligations under this Master Agreement;",0.0,10.0,40,13,3,0,0,0,3,0
598,598,1227,"SERVICE  PROVIDER  AND  ITS  AFFILIATES  (A)  MAKE  NO  REPRESENTATIONS  OR  WARRANTIES  OFANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY OR OTHERWISE REGARDING THE SERVICEOFFERINGS ORTHE THIRD-PARTY CONTENT, AND (B) DISCLAIM ALL WARRANTIES, INCLUDING ANY IMPLIED OREXPRESS  WARRANTIES  (I)  OF  MERCHANTABILITY,  SATISFACTORY  QUALITY,  FITNESS  FOR  APARTICULAR  PURPOSE,  NON-  INFRINGEMENT,  OR  QUIET  ENJOYMENT,  (II)  ARISING  OUT  OF  ANYCOURSE OF DEALING OR USAGE OF TRADE, (III) THAT THE SERVICE OFFERINGS OR THIRD- PARTYCONTENT  WILL  BE  UNINTERRUPTED,  ERROR  FREE  OR  FREE  OF  HARMFUL  COMPONENTS,  AND(IV) THAT ANY CONTENT WILL BE SECURE OR NOT OTHERWISE LOST OR ALTERED.",0.0,11.0,118,81,3,0,1,0,1,0
599,599,12348,"Company acknowledges that it does notobtain  any  right,  title,  or  interest  in  or  to  any  Background  Technology  and  all  derivatives  of  andmodifications  thereto  (except  for  the  license  granted  in  Section  7.3  below),  including  all  IntellectualProperty  Rights  therein.  Company  acknowledges  the  validity  of  PickNikâ€™s  ownership  rights,  or  thirdparty licensor rights, in and to the Background Technology, and Company agrees to never challenge orcontest the existence or validity of PickNikâ€™s ownership rights in and to the Background Technology,including all Intellectual Property Rights therein. For the avoidance of doubt, MoveIt, MoveIt Studio,and TrackSuite are part of PickNik's Background Technology.",0.0,12.0,114,46,10,1,3,0,3,0
600,600,13918,SLA 5 - MARCS Performance Measurements,0.0,12.0,6,4,0,1,0,0,3,0
601,601,916," <span style=""position:absolute; border: gray 1px solid; left:0px; top:4260px; width:612px; height:792px;"">",0.0,9.0,24,9,0,1,0,0,2,0
602,602,3935,Import existing captions orsubtitles,0.0,10.0,4,3,1,0,0,0,3,0
603,603,6490,9) Late Fees and Collection Costs,1.0,11.0,7,3,0,1,0,0,3,1
604,604,8133,"Customer  hereby  grants  Content  Square  with  the  right  to  use  and  display  Customerâ€™s  name,  logoand/or  any  other  identifying  words  or  marks  associated  with  Customer,  in  whole  or  in  part,  and  in  any  media  for  the  solepurposes  of  identifying  Customer  as  a  customer  of  Content  Square.  Customer  may  withdraw  such  right  for  any  reason  or  noreason at all immediately upon written notice to Content Square.",0.0,8.0,69,26,7,0,2,0,3,0
605,605,11070,"Term and each ScheduleRenewal Term, provided, that Company will have the right to increase these fees at any time upon thirty(30) calendar daysâ€™ notice to You. If You do not agree with such fee increase, You will have the right to terminate theapplicable  Schedule  immediately  upon  notice  received  within  thirty  (30)  calendar  days  of  date  of  notice  of  the  feeincrease.  All  payments  made  to  Company  shall  be  in  US  Dollars  (or  any  other  currency  as  may  be  permitted  in  theapplicable Schedule(s)).",0.0,10.0,97,26,13,2,3,0,3,0
606,606,10446,&quot; means any natural person or legal entity other than a Party or authorizedagent of a Party.,0.0,10.0,20,6,1,0,1,0,3,0
607,607,4170,SECTION 4 Miscellaneous,1.0,10.0,3,1,0,1,0,0,3,1
608,608,8282,"â€  includes  (but  is  not  limited  to)  all  art,  graphic  work,  plans,drawings,  slogans,  advertising,  direct  marketing,  publicity,  promotional  materials,  know-how,processes,  ideas,  formulae,  data,  techniques,  improvements,  inventions,  compositions  and  otherworks  of  authorship  either  party  (or  its  employees)  may  conceive  of  or  develop  in  the  course  ofperforming  the  Services,  or  as  a  result  of  such  Services,  whether  or  not  they  are  eligible  for  patent,copyright,  trademark,  trade  secret,  or  other  legal  protection.  Agency  acknowledges  that  all  WorkProduct shall be the sole and exclusive property of Client, except that any pre-existing works createdby OSI and third parties outside of the Services but utilized in connection with such Services (the â€œ",0.0,9.0,139,43,10,0,1,0,3,0
609,609,10726,9. Insurance,1.0,11.0,3,1,0,1,1,1,3,1
610,610,149,24. SEVERANCE,1.0,10.0,3,1,0,1,1,1,1,1
611,611,7741,7. Company's Warranties and Standard of Performance.,1.0,11.0,10,4,0,1,2,1,3,1
612,612,1868,"with the disputed amount, such late fees to be calculated in accordance with Section 10.3 from the date the",0.0,10.0,20,5,2,1,0,0,3,0
613,613,2239,6. Arbitration; Waiver of Jury Trial,1.0,9.0,8,4,0,1,1,1,3,1
614,614,11391,4.7  Usage Restrictions,1.0,10.0,3,2,0,1,0,0,3,0
615,615,18460,The  Contractor  must  post  a  copy  of  the  prevailing  rate  of  per  diem,0.0,12.0,13,4,2,0,0,0,3,0
616,616,5662,XIII. Indemnification and Hold Harmless,1.0,9.0,6,4,0,0,1,1,3,1
617,617,15037,"procurement  and  licensing  of  goods/services  procuredfor  Company.  Minimal  Support  Data  relating  to  a  DesignatedContact  may  need  to  be  processed  for  licensing,  shipping,  orsupport escalation.",0.0,9.0,28,11,3,0,2,0,3,0
618,618,874,7. Adjustments to Charges,1.0,9.0,5,2,0,1,1,1,3,1
619,619,14618,"8.8 The Company may not withhold payment or take deductions from any invoice amount (by oï¬€set, counterclaim, orotherwise)  before  bluesource  issues  a  credit.  This  includes  returns,  rebates,  price  adjustments,  billing  errors,shipping claims, handling fees, allowances, remittance costs and other charges.",0.0,9.0,54,22,6,1,2,0,3,0
620,620,3501,ARTICLE7 TERM,1.0,11.0,2,2,0,0,0,0,1,1
621,621,3349,ARTICLE4 EXPRESS TERMS,1.0,12.0,3,3,0,0,0,0,1,1
622,622,3560,ARTICLE8 INTELLECTUAL PROPERTY,1.0,9.0,3,3,0,0,0,0,1,1
623,623,6074,1) Late Fees and Collection Costs,1.0,12.0,7,3,0,1,0,0,3,1
624,624,13420,Signature Signature,0.0,11.0,2,2,0,0,0,0,4,0
625,625,12022,24.1.1 comply with all applicable laws relating to anti-bribery and/or anti-corruption and with the Companyâ€™s,0.0,9.0,15,4,1,1,0,0,3,0
626,626,6919,"loss or damage arising out of or relating to the Subcontract and caused bythe Subcontractor to the Owner, Contractor or others to whom theContractor may be liable;",0.0,11.0,29,9,4,0,0,0,3,0
627,627,5440,IX. NOTICES,1.0,9.0,3,2,0,0,1,1,1,1
628,628,4581,SECTION 12 Rates,1.0,10.0,3,2,0,1,0,0,3,1
629,629,3908,ClosedCaptions ,0.0,9.0,1,1,0,0,0,0,4,0
630,630,1336,"g)  This  Agreement  constitutes  the  entire  agreement  between  the  parties  relating  to  this  subject  matter  and supersedes all prior or simultaneous representations, discussions, negotiations, and agreements, whether written or oral. ",0.0,9.0,36,9,4,0,1,0,3,0
631,631,2435,10. Authorized Use,1.0,11.0,4,1,1,1,1,1,3,1
632,632,1545,Deliverable 2: [add additional deliverables as needed],0.0,11.0,10,3,2,1,0,0,3,0
633,633,16476,"become aware, of the existence of the overcharge or dispute.",0.0,10.0,12,4,0,0,1,0,2,0
634,634,2734,"7.1.  In  this  Article  8,  â€œConï¬dential  Informationâ€  means  conï¬dential  and  proprietary  information,  includinginventions,  works  of  authorship,  trade  secrets,  speciï¬cations,  designs,  data,  know-how  and  otherproprietary information relating any product that is the subject matter of this Master Agreement or theServices (the â€œProductâ€), the speciï¬cations, processing of the Product, processes, services and businessof the disclosing party which is or has been disclosed by the parties to each other in the course of itsactivities  under  this  Master  Agreement,  whether  or  not  marked  or  otherwise  identiï¬ed  asconï¬dential.    For  clarity,  in  the  case  of  the  Client,  &quot;Conï¬dential  Information&quot;  also  includes  suchinformation  belonging  to  and/or  relating  to  any  person  or  entity  to  whom  the  Client  may  supply  theProduct, and regardless of whether that information is disclosed to 7810962 by such a person, by theClient, or by any third party acting for either of them.",0.0,10.0,167,46,19,3,3,1,3,0
635,635,8563,License  of  the  Company  Data.  ,1.0,12.0,6,3,0,0,1,0,3,0
636,636,5458,3.3  The Goods do not include the Voip Unlimited Materials which shall remain the property of Voip Unlimited at all,0.0,10.0,20,7,3,1,0,0,3,0
